2020-08-09  18:32,1290249524661772290,StanChartHelpIN,@rameshdot0 Please refer the link https://t.co/ffqY3Tz7lr to register for the DND. Please allow 30 working days fro… https://t.co/TBjuxwB7Og,2020-08-03 11:33:53,,,,India
2020-08-09  18:32,1290219210329620481,StanChartHelpIN,@PushpajC Please refer the link https://t.co/ffqY3Tz7lr to register for the DND. Please allow 30 working days from… https://t.co/UKynQiYeZm,2020-08-03 09:33:25,,,,India
2020-08-09  18:32,1290216034096447490,athigah,"RT @UrvashiPrakash: #StandardChartered Enters #Crypto Custody Business, Targets Year End Pilot Launch https://t.co/3JMVksdYy7 via @fintechS…",2020-08-03 09:20:48,,,,Tomorrow 
2020-08-09  18:32,1290213932108525568,StanChartIN,Get ready to shop for large appliances on @Flipkart! Convert spends into easy EMIs with your Credit Card at the tim… https://t.co/eaCz6lzQV8,2020-08-03 09:12:27,,,,India
2020-08-09  18:32,1290211327013724161,StanChart,"@msjlobo Please refer the link https://t.co/3IKdbTeOm2 to register for the DND. 
Please allow 30 working days from… https://t.co/504eWD8QqB",2020-08-03 09:02:05,,,,"London, England"
2020-08-09  18:32,1290211284974067712,StanChartIN,@Ronakjobanputr1 Please refer the link https://t.co/rmD1joP8GV to register for the DND. Please allow 30 working day… https://t.co/vUMQJQdn8v,2020-08-03 09:01:55,,,,India
2020-08-09  18:32,1290200681286995969,Magicseed3,"RT @UrvashiPrakash: #StandardChartered Enters #Crypto Custody Business, Targets Year End Pilot Launch https://t.co/3JMVksdYy7 via @fintechS…",2020-08-03 08:19:47,,,,Italy
2020-08-09  18:32,1290200378944794624,UrvashiPrakash,"#StandardChartered Enters #Crypto Custody Business, Targets Year End Pilot Launch https://t.co/3JMVksdYy7 via @fintechSIN",2020-08-03 08:18:35,,,,Boardroom
2020-08-09  18:32,1290194989343838208,kirsikkalar,"#StandardChartered Enters #Crypto #Custody Business, Targets Year End Pilot Launch . #financialservices #banking… https://t.co/hlljEicogl",2020-08-03 07:57:10,,,,Www.fintechecosystem.biz
2020-08-09  18:32,1290187024717230081,sebnemelifk,"#StandardChartered Enters #CryptoCustody Business, Targets Year End Pilot Launch 🚀

#Crypto #Blockchain #Banking… https://t.co/yUGO8XKP8J",2020-08-03 07:25:31,,Berlin,,"Berlin, Deutschland"
2020-08-09  18:32,1290183259075174407,Thakur13ankita,"RT @WearePlootus: “China’s recovery is moving forward with continued supply-side resumptions, while demand still lagged behind,” said Ding…",2020-08-03 07:10:34,,,,"Punjab, India"
2020-08-09  18:32,1289881325625778176,fuelsbeat,RT @Sudheerpalsingh: ETEnergyworld | Jet fuel demand outlook sours after fleeting market optimism #CoronavirusCases #RystadEnergy #Coronavi…,2020-08-02 11:10:47,,,,
2020-08-09  18:32,1289881299709132801,fuelsbeat,RT @ETEnergyWorld: ETEnergyworld | Jet fuel demand outlook sours after fleeting market optimism #CoronavirusCases #RystadEnergy #Coronaviru…,2020-08-02 11:10:41,,,,
2020-08-09  18:32,1289878797165109248,Sudheerpalsingh,ETEnergyworld | Jet fuel demand outlook sours after fleeting market optimism #CoronavirusCases #RystadEnergy… https://t.co/vT5axk1UoQ,2020-08-02 11:00:44,,,,Delhi
2020-08-09  18:32,1289878781520310273,ETEnergyWorld,ETEnergyworld | Jet fuel demand outlook sours after fleeting market optimism #CoronavirusCases #RystadEnergy… https://t.co/HCS1ZM9bO9,2020-08-02 11:00:40,,,,"New Delhi, India"
2020-08-09  18:32,1289856999128064007,ssquare_z,"RT @StanChartIN: This #Rakshabandhan everything is different except the way you send gifts, with the SC Mobile App! 
Standard Chartered wis…",2020-08-02 09:34:07,,,,"New Delhi, India"
2020-08-09  18:32,1289813912855035905,LFCWSC,@MelissaLawley_ and @Vick_Jepson looking fresh in the 20/21 @nikefootball kit and training gear . What do you think… https://t.co/n9RZYINAF5,2020-08-02 06:42:55,,,,
2020-08-09  18:32,1289797892652244992,StanChartIN,"Social distancing making this friendship day hard to celebrate?
We have got just the solution for you! Use your Dig… https://t.co/AsNwrf6QSJ",2020-08-02 05:39:15,,,,India
2020-08-09  18:32,1289635051076874240,_NewEconomist,"RT @WearePlootus: “China’s recovery is moving forward with continued supply-side resumptions, while demand still la… https://t.co/KYHa0VPK18",2020-08-01 18:52:11,,,,
2020-08-09  18:32,1289623069523210240,WearePlootus,"“China’s recovery is moving forward with continued supply-side resumptions, while demand still lagged behind,” said… https://t.co/p83b5xzLiJ",2020-08-01 18:04:34,,,,"Connecticut, USA"
